VALUE,CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
3084,North Pacific Montane Shrubland,2084,Sh North Pacific Montane Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,128,97,69,0.501961,0.380392,0.270588
3168,Northern Rocky Mountain Avalanche Chute Shrubland,2168,Sh Northern Rocky Mountain Avalanche Chute Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,128,97,69,0.501961,0.380392,0.270588
3169,Northern Rocky Mountain Subalpine Deciduous Shrubland,2169,Sh Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Deciduous shrubland,128,97,69,0.501961,0.380392,0.270588
3385,Western Great Plains Wooded Draw and Ravine,2385,Tr Western Great Plains Wooded Draw and Ravine,Tree,635,Riparian,Western Riparian Woodland and Shrubland,LF 41: Deciduous Shrubland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,128,97,69,0.501961,0.380392,0.270588
3162,Western Great Plains Floodplain Forest and Woodland,2162,Tr Western Great Plains Floodplain Systems,Tree,635,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
3253,Western Great Plains Floodplain Shrubland,2162,Tr Western Great Plains Floodplain Systems,Shrub,635,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
3254,Western Great Plains Floodplain Herbaceous,2162,Tr Western Great Plains Floodplain Systems,Herb,635,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Perennial graminoid grassland,6,53,122,0.023529,0.207843,0.478431
3273,Eastern Great Plains Floodplain Herbaceous,2469,Tr Eastern Great Plains Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Perennial graminoid grassland,6,53,122,0.023529,0.207843,0.478431
3467,Tamaulipan Floodplain Forest,2467,Tr Tamaulipan Floodplain Forest,Tree,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
3469,Eastern Great Plains Floodplain Woodland,2469,Tr Eastern Great Plains Floodplain Systems,Tree,666,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
3476,Tamaulipan Riparian Woodland,2476,Tr Tamaulipan Riparian Systems,Tree,668,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
3525,Edwards Plateau Riparian Woodland,2525,Tr Edwards Plateau Riparian,Tree,668,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,6,53,122,0.023529,0.207843,0.478431
3562,Tamaulipan Riparian Shrubland,2476,Tr Tamaulipan Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
3563,Edwards Plateau Riparian Shrubland,2525,Sh Edwards Plateau Riparian,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,LF 42: Great Plains Riparian,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,6,53,122,0.023529,0.207843,0.478431
3482,Great Plains Prairie Pothole,2482,He Great Plains Prairie Pothole,Herb,650,Riparian,Depressional Wetland,LF 43: Great Plains Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863,0.764706,0.780392
3488,Eastern Great Plains Wet Meadow-Prairie-Marsh,2488,He Eastern Great Plains Wet Meadow-Prairie-Marsh,Herb,650,Riparian,Depressional Wetland,LF 43: Great Plains Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863,0.764706,0.780392
3282,Great Lakes Coastal Marsh Shrubland,2492,Sh Great Lakes Coastal Marsh Systems,Shrub,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,255,92,38,1,0.360784,0.14902
3284,Laurentian-Acadian Herbaceous Wetlands,2494,Tr Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Herb,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,92,38,1,0.360784,0.14902
3285,Laurentian-Acadian Shrub Wetlands,2494,Tr Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,255,92,38,1,0.360784,0.14902
3411,Great Lakes Wet-Mesic Lakeplain Prairie,2411,He Great Lakes Wet-Mesic Lakeplain Prairie,Herb,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,92,38,1,0.360784,0.14902
3491,Acadian Salt Marsh and Estuary Systems,2491,He Acadian Salt Marsh and Estuary Systems,Herb,653,Riparian,Atlantic Coastal Marsh,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,92,38,1,0.360784,0.14902
3492,Great Lakes Coastal Marsh Herbaceous,2492,Sh Great Lakes Coastal Marsh Systems,Herb,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,92,38,1,0.360784,0.14902
3494,Laurentian-Acadian Forested Wetlands,2494,Tr Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Tree,675,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous open tree canopy,255,92,38,1,0.360784,0.14902
3283,Central Interior and Appalachian Shrub Wetlands,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Shrub,675,Riparian,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Mixed evergreen-deciduous shrubland,91,195,199,0.356863,0.764706,0.780392
3493,Central Interior and Appalachian Herbaceous Wetlands,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,675,Riparian,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,91,195,199,0.356863,0.764706,0.780392
3461,Southern Coastal Plain Seepage Swamp and Baygall Woodland,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
3462,West Gulf Coastal Plain Seepage Swamp and Baygall,2462,Tr West Gulf Coastal Plain Seepage Swamp and Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
3468,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,2468,Tr Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
3480,Gulf and Atlantic Coastal Plain Swamp Systems,2480,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
3571,Southern Coastal Plain Seepage Swamp and Baygall Shrubland,2461,Tr Southern Coastal Plain Seepage Swamp and Baygall,Shrub,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216,216,191,0.847059,0.847059,0.74902
3249,Atlantic Coastal Plain Peatland Pocosin and Canebrake Shrubland,2452,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Shrub,687,Shrubland,Pocosin,LF 48: Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,91,195,199,0.356863,0.764706,0.780392
3452,Atlantic Coastal Plain Peatland Pocosin and Canebrake Woodland,2452,Tr Atlantic Coastal Plain Peatland Pocosin and Canebrake,Tree,687,Shrubland,Pocosin,LF 48: Pocosin,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,91,195,199,0.356863,0.764706,0.780392
3399,Northern Atlantic Coastal Plain Grassland,2522,Tr Northern Atlantic Coastal Plain Heathland,Herb,674,Shrubland,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,240,165,46,0.941176,0.647059,0.180392
3522,Northern Atlantic Coastal Plain Heathland,2522,Sh Northern Atlantic Coastal Plain Heathland,Shrub,674,Shrubland,Heathland and Grassland,LF 49: Atlantic Coastal Plain Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,240,165,46,0.941176,0.647059,0.180392
3741,Polar Tidal Marshes and Aquatic Beds,2741,He Polar Tidal Marshes and Aquatic Beds,Herb,780,Riparian,Tidal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,10,1,0.6,0.039216
3742,"Temperate Pacific Tidal Marshes, Aquatic Beds, and Intertidal Flats",2742,"He Temperate Pacific Tidal Marshes, Aquatic Beds, and Intertidal Flats",Herb,779,Riparian,Tidal Flat,LF 50: Tidal Flats and Marshes,No dominant lifeform,Sparsely Vegetated,Sparsely vegetated,255,153,10,1,0.6,0.039216
3187,Introduced Upland Vegetation-Treed,2187,Tr Introduced Upland Vegetation-Treed,Tree,707,Exotic Tree-Shrub,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1,0.411765,0.180392
3845,Hawai'i Introduced Dry Forest,2845,Tr Hawai'i Introduced Dry Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,255,105,46,1,0.411765,0.180392
3846,Hawai'i Introduced Wet-Mesic Forest,2846,Tr Hawai'i Introduced Wet-Mesic Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Closed Tree Canopy,Evergreen closed tree canopy,255,105,46,1,0.411765,0.180392
3850,Pacific Islands Introduced Forest,2850,Tr Pacific Islands Introduced Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open Tree Canopy,Mixed evergreen-deciduous open tree canopy,0,173,0,0,0.678431,0
3186,Introduced Upland Vegetation-Shrub,2186,Sh Introduced Upland Vegetation-Shrub,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1,0.411765,0.180392
3847,Hawai'i Introduced Deciduous Shrubland,2847,Sh Hawai'i Introduced Deciduous Shrubland,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Deciduous shrubland,255,105,46,1,0.411765,0.180392
3849,Hawai'i Introduced Evergreen Shrubland,2849,Sh Hawai'i Introduced Evergreen Shrubland,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,255,105,46,1,0.411765,0.180392
3194,Ruderal Upland-Treed,2194,Tr Ruderal Upland-Treed,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,59,20,1,0.231373,0.078431
3528,Ruderal Upland Shrubland,2531,Tr Ruderal Upland Vegetation,Shrub,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,59,20,1,0.231373,0.078431
3529,Ruderal Upland Herbaceous,2531,Tr Ruderal Upland Vegetation,Herb,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,59,20,1,0.231373,0.078431
3531,Ruderal Upland Forest,2531,Tr Ruderal Upland Vegetation,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,59,20,1,0.231373,0.078431
3532,Ruderal Forest-Northern and Central Hardwood and Conifer,2532,Tr Ruderal Forest-Northern and Central Hardwood and Conifer,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,255,59,20,1,0.231373,0.078431
3533,Ruderal Forest-Southeast Hardwood and Conifer,2533,Tr Ruderal Forest-Southeast Hardwood and Conifer,Tree,740,Conifer-Hardwood,Ruderal Forest,LF 53: Ruderal Forest,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,255,59,20,1,0.231373,0.078431
3181,Introduced Upland Vegetation-Annual Grassland,2181,He Introduced Upland Vegetation-Annual Grassland,Herb,702,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,105,46,1,0.411765,0.180392
3182,Introduced Upland Vegetation-Perennial Grassland and Forbland,2182,He Introduced Upland Vegetation-Perennial Grassland and Forbland,Herb,703,Exotic Herbaceous,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1,0.411765,0.180392
3183,Introduced Upland Vegetation-Annual and Biennial Forbland,2183,He Introduced Upland Vegetation-Annual and Biennial Forbland,Herb,704,Exotic Herbaceous,Introduced Annual and Biennial Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,105,46,1,0.411765,0.180392
3184,California Annual Grassland,2184,He California Annual Grassland,Herb,702,Exotic Herbaceous,Introduced Annual Grassland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,105,46,1,0.411765,0.180392
3848,Hawai'i Introduced Perennial Grassland,2848,He Hawai'i Introduced Perennial Grassland,Herb,703,Grassland,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - Grassland,Perennial graminoid,255,105,46,1,0.411765,0.180392
3247,Southern Appalachian Grass Bald,2414,Sh Southern Appalachian Grass and Shrub Bald,Herb,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
3289,Acadian-Appalachian Subalpine Heath-Krummholz,2389,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrub,651,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
3340,Appalachian Shale Barrens,2340,Tr Appalachian Shale Barrens,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Deciduous open tree canopy,82,52,34,0.321569,0.203922,0.133333
3386,Acadian-Appalachian Alpine Tundra,2386,Sh Acadian-Appalachian Alpine Tundra,Shrub,651,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,82,52,34,0.321569,0.203922,0.133333
3389,Acadian-Appalachian Subalpine Woodland,2389,Tr Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Tree,651,Shrubland,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
3397,Nashville Basin Limestone Glade and Woodland,2397,Tr Nashville Basin Limestone Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
3398,Cumberland Sandstone Glade and Barrens,2398,Tr Cumberland Sandstone Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
3400,Central Appalachian Alkaline Glade and Woodland,2400,Tr Central Appalachian Alkaline Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
3408,Alabama Ketona Glade and Woodland,2408,Tr Alabama Ketona Glade and Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,82,52,34,0.321569,0.203922,0.133333
3413,Bluegrass Savanna and Woodland,2413,He Bluegrass Savanna and Woodland,Herb,688,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
3414,Southern Appalachian Shrub Bald,2414,Sh Southern Appalachian Grass and Shrub Bald,Shrub,670,Conifer-Hardwood,Glades and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
3416,Western Highland Rim Prairie and Barrens,2416,He Western Highland Rim Prairie and Barrens,Herb,688,Grassland,Prairies and Barrens,LF 55: Appalachian Grass and Shrub Balds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,82,52,34,0.321569,0.203922,0.133333
